,Date,LastTradePrice,Max,Min,AvgPrice,%chg,Volume,TurnoverBestMKD,TotalTurnoverMKD
0,1/17/2025,"1,420.00",,,"1,420.00",0.00,0,0,0
1,1/16/2025,"1,420.00",,,"1,420.00",0.00,0,0,0
2,1/15/2025,"1,420.00","1,420.00","1,420.00","1,420.00",13.60,261,"370,620","370,620"
3,1/14/2025,"1,250.00",,,"1,250.00",0.00,0,0,0
4,1/13/2025,"1,250.00",,,"1,250.00",0.00,0,0,0
5,1/10/2025,"1,250.00",,,"1,250.00",0.00,0,0,0
6,1/9/2025,"1,250.00",,,"1,250.00",0.00,0,0,0
7,1/8/2025,"1,250.00",,,"1,250.00",0.00,0,0,0
8,1/3/2025,"1,250.00",,,"1,250.00",0.00,0,0,0
9,1/2/2025,"1,250.00","1,250.00","1,250.00","1,250.00",316.67,295,"368,750","368,750"
10,12/30/2024,300.00,,,300.00,0.00,0,0,0
11,12/27/2024,300.00,,,300.00,0.00,0,0,0
12,12/26/2024,300.00,,,300.00,0.00,0,0,0
13,12/25/2024,300.00,,,300.00,0.00,0,0,0
14,12/24/2024,300.00,,,300.00,0.00,0,0,0
15,12/23/2024,300.00,,,300.00,0.00,0,0,0
16,12/20/2024,300.00,,,300.00,0.00,0,0,0
